type,sub_type,text,listPrice,sqft,lot_sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,lastSoldPrice,soldOn,sold_to_list_ratio,price_per_sqft_sold,property_age_at_sale
townhomes,townhouse,"AVAILABLE NOW! Homesite #2303 Step into elevated living with the Chelsea - a striking, three-story townhome where modern design meets everyday comfort. This beautifully crafted residence features three spacious bedrooms, two full bathrooms, and a convenient powder room-perfectly suited for both relaxed living and stylish entertaining. The main level showcases an open-concept layout with luxury vinyl plank flooring connecting the kitchen, dining area, and family room in a seamless flow. At the center, the designer kitchen stands out with 42"" cabinetry, sleek quartz countertops, and a statement island - offering both elegance and efficiency. Upstairs, the primary suite serves as a peaceful retreat, complete with a generous walk-in closet and a spa-inspired en-suite bath featuring dual sinks and a walk-in shower. Two additional bedrooms, a full bath, and a convenient second-floor laundry room round out the upper level. On the lower level, a versatile flex room offers limitless potential -whether you need a home gym, office, media lounge, or creative studio, the space is yours to define. With its thoughtful design and high-end finishes, the Chelsea offers a lifestyle tailored to the way you live today -and where you're headed tomorrow. *Photos are not this actual home* Regency Square offers an exciting opportunity to own a new home in the heart of Huntley, just minutes from its vibrant and bustling downtown. Designed for a variety of lifestyles, this thoughtfully planned community will feature a three-acre park, dog park, and a scenic lake, all providing residents with a peaceful connection to nature and plenty of space to relax and recharge. Just around the corner, Deicke Park offers expansive green space ideal for picnics, sports, and outdoor fun. With walking trails, a serene pond, and playgrounds for all ages, it's the perfect local retreat for families and individuals alike. Downtown Huntley enhances the lifestyle with its charming small-town atmosphere, tree-lined streets, and a wide variety of boutiques, cafes, and restaurants. Whether you're exploring local artisan shops or enjoying a cozy meal at a favorite eatery, there's something to discover around every corner. For those seeking fun and adventure, the Stingray Bay Aquatic Center is just minutes away. Dive into excitement with a massive pool, thrilling water slides, and a splash park perfect for younger kids-offering a mix of relaxation and recreation for all ages. At Regency Square, you're not just finding a home-you're becoming part of a community rich in amenities, charm, and everyday convenience.",392990.0,2221.0,,,3.0,3.0,2.0,2.0,2.0,2026.0,392990.0,2026-04-27,1.0,176.94,0
single_family,,"BRAND NEW WELL BUILT HOME BY LOCAL CONTRACTOR! Open and spacious floor plan with quality soft close kitchen cabinets & drawers, quartz countertops, vaulted ceiling, master suite with huge closet offering abundant shelving & washer/dryer connections for those who prefer it on the main level, better than usual baseboard & interior doors, two egress windows plus rough-in for bathroom in basement, insulated & drywalled garage, concrete patio off kitchen. Seller will seed lawn.",279900.0,2688.0,,1.0,2.0,2.0,2.0,2.0,2.0,2026.0,279900.0,2026-04-27,1.0,104.13,0
single_family,,"Escape the noise of town and embrace country living with this charming ranch-style home located just south of Harrisburg. Surrounded by scenic farmland and open skies, this property offers the kind of setting that makes Southern Illinois living so special. Situated on just under an acre and fenced on three sides, the property provides beautiful views of the countryside and plenty of space to relax outdoors. A concrete pad creates the perfect gathering place for a firepit, ideal for evenings spent under the stars with friends and family. Inside, the home features 3 bedrooms and 1 bathroom, along with a spacious living room highlighted by a cozy wood-burning fireplace-perfect for those cool country nights. The home also offers a screened-in back porch, a wonderful place to enjoy morning coffee while watching wildlife and soaking in the surroundings. Recent improvements add both comfort and value, including new vinyl windows, recently installed gutters, and a garage that was insulated and finished with white steel in 2025. The home is topped with a durable metal roof installed in 2007, and the heat pump was replaced in 2016, giving buyers confidence in the property's major systems. For those who need space for equipment, hobbies, or recreational vehicles, the property truly shines. A 30x30 pole barn with a 12x30 lean-to for RV storage provides excellent storage and potential workspace. The interior of the pole barn features concrete floors and white steel-lined walls and ceiling, and an additional storage shed offers even more room for tools or outdoor gear. Beyond the property itself, the location places you in the heart of Southern Illinois outdoor recreation. Just down the road from the trails and riding areas at Williams Hill Pass OHV Park, making this a fantastic home base for ATV and off-road enthusiasts. The region is also known for its proximity to the natural beauty of Shawnee National Forest, where you'll find hiking, hunting, fishing, horseback riding, and some of the most scenic landscapes in the Midwest. If you've been searching for a comfortable country home with room for your hobbies, peaceful surroundings, and easy access to Southern Illinois adventure, this property offers the perfect blend of rural charm and recreational opportunity.",185000.0,1248.0,,1.0,3.0,1.0,1.0,1.0,2.0,1984.0,171300.0,2026-04-27,0.9259,137.26,42
single_family,,,465000.0,2214.0,10759.0,2.0,4.0,3.0,2.0,2.0,2.0,1991.0,505000.0,2026-04-27,1.086,228.09,35
single_family,,"Architect designed, beautifully maintained, 1950's RANCH home on nearly 1/3 acre in desirable Palos Heights! Owned by the same owners for over 30 years, this home reflects pride of ownership. Features include hardwood floors, plaster crown moldings, freshly painted rooms, 2 Fireplaces, Dual Furnaces - including a NEW Furnace, Newer Hot Water Heater, 5 Pella Windows, Oversized, 24 x 24, Tall/Loft garage with pull-down stairs for easy access to loft storage. New garage door opener, Newer driveway and additional side driveway next to garage for ample parking and room for boat/RV/extra vehicle storage. Thoughtful built in storage above closets, Walk-in closet and additional closet located in Family room add extra functionality. Kitchen has a large granite counter with overhang, table space in kitchen plus a dining room that opens to the rear patio for dining options. Metal, pull-out organizers in kitchen cabinets, and a Quiet Bosch Dishwasher. Sky tunnels add extra light to interior spaces. Versatile floor plan includes a Den with private exterior access- ideal for a home office, guest space, 4th bedroom option or additional living area. Located on a spacious, serene lot walking distance to Restaurants, shopping, parks. Close to hospital, transportation, highly rated schools, community pool, etc. You can enjoy ALL of the amenities the area has to offer or just relax on your beautiful, screened in front porch or rear patio while you enjoy nature all around you!",399400.0,2034.0,13504.0,1.0,3.0,2.0,2.0,2.0,2.0,1952.0,400000.0,2026-04-27,1.0015,196.66,74
single_family,,"Spacious maintained 5-bedroom, 3-bath, home. This home features a gorgeous kitchen, with quarts countertops and plenty of space for cooking and entertaining. The flexible layout includes a desirable in-law suite - perfect for extended family, guests, or multi-generational living. Step outside to enjoy the deck overlooking the expansive backyard - ideal for relaxing or entertaining. With space, style, and privacy all in one, this property offers the perfect blend of comfort and country charm.",475000.0,2700.0,,2.0,3.0,3.0,2.0,2.0,2.0,1972.0,480000.0,2026-04-27,1.0105,177.78,54
single_family,,"Set on nearly 2/3 of an acre, this timeless brick and cedar residence blends classic architecture with expansive living and outdoor space. Inside, refined finishes and stylish interiors create a home that feels both elevated and inviting. With 5 bedrooms, 3.1 baths, and three fireplaces, the home offers scale and warmth in equal measure. A gracious foyer opens to beautifully proportioned living and dining rooms with hardwood floors throughout. The spacious kitchen features a center island, a sun-filled dining space overlooking the yard, and doors that flow seamlessly to the patio. Just off the kitchen, the inviting family room is anchored by a fireplace, creating a warm, connected space for everyday living and relaxed gatherings. A private first-floor office with custom built-ins and a wet bar offers both function and charm, while first-floor laundry adds everyday convenience. Upstairs, the generous primary suite is a true retreat with its own fireplace and spa-inspired bath featuring double sinks, a separate shower, and soaking tub. Four additional bedrooms and two full baths provide flexibility for family, guests, or work-from-home needs. The basement offers endless potential for recreation, additional living space, or storage. Outside, the expansive yard provides privacy, an in-ground pool, mature trees, and a beautifully landscaped setting ideal for outdoor living and entertaining. Located in a popular neighborhood just minutes from Everett School, the Metra train, and shopping, this home combines space, setting, and convenience.Recent updates include a new roof in 2021; see features list for additional improvements.",1299000.0,3686.0,28601.0,2.0,5.0,4.0,3.0,3.0,2.0,1964.0,1325000.0,2026-04-27,1.02,359.47,62
single_family,,"**Multiple Offers Received. Asking for Highest and Best offers by 7:00 pm on Monday, 03/23** Welcome to this extensively renovated split-level home offering a large finished living space. This home has undergone a comprehensive renovation, featuring new flooring throughout, fresh interior finishes, and several mechanical updates, providing a true move-in-ready condition with minimal deferred maintenance. The main level showcases a fully redesigned kitchen, complete with quartz countertops, shaker-style cabinetry, stainless steel appliances, and a designer tile backsplash. The open flow into the dining and living areas enhances usability and natural light, creating a bright and inviting space. The home offers generously sized bedrooms along with updated bathrooms featuring contemporary vanities, fixtures, and finishes. The lower level adds significant additional finished living space, ideal for a family room, office, or flex use-contributing to the home's overall livable square footage and functionality. Exterior features include a large private backyard with patio space, suitable for entertaining and outdoor enjoyment, along with a 2-car attached garage and extended driveway for ample parking.",365000.0,2118.0,,2.0,4.0,2.0,1.0,1.0,2.0,1965.0,380000.0,2026-04-27,1.0411,179.41,61
single_family,,"Check out this 2 bedroom, 1 bath home with detached oversize two car garage. Spacious kitchen area. Cozy family room. Fenced yard area for kids and pets!",119900.0,1062.0,,2.0,2.0,1.0,1.0,1.0,2.0,1920.0,112400.0,2026-04-27,0.9374,105.84,106
single_family,,"O'Fallon, IL Ranch Home for Sale - 2026 Updated Corner Lot in Northwoods Move-in ready ranch home on a corner lot in O'Fallon, IL! Welcome to this recently updated and well-maintained single-story ranch home situated on a desirable corner lot with fenced backyard in the established Northwoods neighborhood of O'Fallon, Illinois. The Interior & Layout A welcoming foyer opens to spacious formal living and dining rooms, creating the perfect setting for entertaining or everyday living. Just beyond, the bright and functional kitchen flows seamlessly into the oversized family room, where soaring vaulted ceilings and a cozy fireplace create a warm and inviting gathering space. The family room also features dual access to the fenced backyard, making indoor-outdoor entertaining easy. The functional layout includes a massive laundry room with plenty of room for a drop zone, conveniently located just off the sideload 2-car garage (attic storage). This home provides ultimate peace of mind with extensive 2026 updates, including: Freshly professionally painted throughout. Brand-new carpet and professionally cleaned hardwood flooring. Updated mirrors and light fixtures in the bathrooms. A new crawlspace liner and a newly installed preventative radon mitigation system. plus a new Roof in 2025 Perfectly located for families, this home is zoned for the highly sought-after Top-Rated O'Fallon School District: Estelle Kampmeyer Elementary (K-5) Amelia Carriel Junior High (6-8) O'Fallon Township High School / OTHS (9-12) Ready for you! This home has already passed municipal occupancy requirements and is fully city compliant. It is truly move-in ready for its next owners to enjoy everything O'Fallon Illinois has to offer! Just minutes from Scott Air Force Base (SAFB), Schools, Parks, Shopping and easy access to I-[Redacted] Louis.",320000.0,2175.0,19166.0,1.0,3.0,2.0,2.0,2.0,2.0,1986.0,295000.0,2026-04-27,0.9219,135.63,40
single_family,,"Stunning and affordable this beautifully updated 3 bedroom, 1 bath home in Machesney Park is truly move-in ready! Huge living room space with attached dining area is perfect for entertaining. All new kitchen features sleek quartz countertops, tile back splash and new appliances. Spectacular completely renovated bathroom. Nice main floor bedroom with two huge bedrooms and sitting space upstairs. The basement provides excellent potential with a rough-in for a second bathroom and a large laundry area. Outside, you'll find a large backyard and a nice private deck which is perfect for cookouts and gatherings. New furnace, central air, vinyl windows, luxury vinyl plank flooring throughout, interior doors, lighting and a newer roof on the home, plus a new roof on the garage. Everything has been done so just move in and enjoy worry-free living. Agent Owned.",189900.0,1281.0,7405.0,2.0,3.0,1.0,1.0,1.0,1.0,1942.0,195815.0,2026-04-27,1.0311,152.86,84
single_family,,"Adorable [Redacted] lot on Melody Lane. Extra lot purchased in 2010. This home has a full security system recently updated that is also connected to every window in the home. Built in blinds on most windows. Large scenic window in the kitchen. All new gutters 2024, new roof on garage 2024, house roof 2010. Fresh paint and trim in bathroom. Very large fenced in yard to enjoy with the family. Full basement with workshop, half of basement partially finished with ceiling and lighting. Electric fireplace and all appliances, washer and dryer stay. New carbon detector and fire alarm installed which are also connected to the alarm system. CWLP $150.00, Ameren $30.00, alarm $30.00. Great all-round home for first time homeowners!!",125000.0,900.0,9104.0,,3.0,1.0,1.0,1.0,1.0,1956.0,115000.0,2026-04-27,0.92,127.78,70
townhomes,townhouse,"Seldom available town home with approximately 2400 sq. ft of living space! This unit has 3 levels boasting 2 large bedrooms, 2.5 baths and is an end unit, finished walk out basement, is ready for new owners. This spacious brick home offers kitchen overlooking large great room and a separate dining area. Half bath on first floor. Sliding glass doors to very nice wood deck. On 2nd level there are two very large bedrooms with shared bathroom, and many closets. Lower lever has a spacious family room with full bath, plenty of storage space and utility room. Walk out basement to back yard area. Newer central air, furnace and windows.1 car attached garage. New storm door in basement. Great location! Walking distance to theater, centennial park and many fine restaurants! Close to major expressways! One of the best locations in town to get to many amenities that Addison has to offer!",379900.0,2400.0,,,2.0,3.0,2.0,2.0,1.0,1985.0,365000.0,2026-04-27,0.9608,152.08,41
condos,condo,"***MULTIPLE OFFERS RECEIVED. HIGHEST AND BEST CALLED FOR BY MONDAY, MARCH 30TH @ 2PM. NO ESCALATION CLAUSES OR LOVE LETTERS.*** Set on a picturesque tree-lined street in the heart of Buena Park and directly across from Buena Circle Park, this recently renovated high first-floor condo offers the perfect blend of comfort, style, and thoughtful updates. This unique turn-of-the-century building features a rotunda design following the curve of Buena Avenue, offering a one-of-a-kind living space with a rounded wall throughout the entire home...designed for someone ""well-rounded""! The spacious living room is anchored by a ceramic gas log fireplace installed in 2022 and is enhanced by recessed lighting added the same year, creating a warm and inviting atmosphere throughout the home. White Oak hardwood floors installed in 2020 run throughout the unit, adding timeless character and continuity to the space. The kitchen was fully renovated in 2022 and features Brazilian Quartzite countertops, newer stainless steel appliances, and ample workspace for cooking and entertaining. Well-proportioned 2nd bedroom with custom closet organizers, and an updated guest bathroom. The spacious primary suite perfectly accommodates a King Size bedroom set and sitting area, plus a walk-in closet with more custom closet build-outs to maximize storage, and a full en suite bathroom with updated fixtures and designer finishes. In-unit laundry, and both washer and dryer were installed new in 2021. Additional major updates include new windows in 2017, and a new furnace, AC condenser, and water heater installed in 2019. The common deck space just off the kitchen provides the perfect spot for grilling, with additional shared outdoor space available for residents to enjoy. One deeded, outdoor, gated parking space is included. The well-maintained building features a brand-new security system installed in 2023 with cameras and mobile app access, along with two dedicated bike rooms. All of this just steps from the CTA Sheridan Red Line and multiple bus stops. Buena Park Neighbors hosts two major neighborhood events every year including the Buena Park Block Party across the street, and Trick-or-Treating on Kenmore with building decorating contests and great fun. The vibrance and charm of Buena Avenue starts right outside the door--walk to neighborhood dining and nightlife, like Bar on Buena, Klein's Bakery and Cafe, and North Buena Wine & Deli, plus the Uptown branch of the Chicago Public library. Other neighborhood staples are PR Italian Bistro, TacQuick, and The Reservoir. Continue down Buena Avenue to the Lake Shore Drive pedestrian underpass leading to the Peace Garden, Lakefront Trail, Sydney Marovitz Golf Course, Montrose Dog Beach, Montrose Harbor and Bird Sanctuary!",474900.0,1379.0,,,2.0,2.0,2.0,2.0,,1899.0,560000.0,2026-04-27,1.1792,406.09,127
single_family,,"Over 2000 square feet with many beautiful updates! 4 spacious bedrooms plus 3 full baths. Super sized entry with a vaulted ceiling. This first level includes a completely updated bedroom and full bath, also family room with fireplace. The floor plan could potentially work for related living. Up the stairs and into the large living and dining rooms with new wood laminate flooring. All of the upstairs flooring was replaced in 2020, plus all of the trim, baseboards and solid doors. 2 more full baths with many upgrades. The main bath has a new vanity, tub, flooring and accessories. 3 more bedrooms with fresh paint and many customized closets. Oversized garage with lots of storage plus a shed in the fenced backyard. Large paver patio and above ground pool. The front yard was completely relandscaped in 2025. New HVAC in 2023. This home is located only minutes from our State Park. Lots of walking paths and fishing!",375000.0,2056.0,12249.0,2.0,4.0,3.0,3.0,3.0,2.0,1977.0,375000.0,2026-04-27,1.0,182.39,49
single_family,,"All the work has already been done for you! Remodeled within the last 5 years, and with over 1,[Redacted] feet of living space, this well maintained 3 bedroom, 2 full bathroom ranch is ready for its new owner. The large great room features tasteful vinyl plank flooring that flows into the kitchen, hallway and main floor bathroom. The modern kitchen has beautiful dark granite counter tops, ample white cabinets, updated lighting, and stainless steel appliances that all stay. All three bedrooms offer gorgeous original hardwood floors. A full updated bathroom complete the first level. The contemporary open staircase leads you to an additional 900 sq feet of living space which include a spacious rec room, a large bonus room that could be used as a 4th bedroom, an office/storage area and another updated full bathroom. The backyard is its own little getaway with a large deck and a contemporary wood boardwalk leading up to the meticulous firepit area, all within a .35 acre fenced-in backyard with storage shed and convenient MP location! Choice Home Warranty included. Roof (2017)",239900.0,1947.0,15246.0,,3.0,2.0,2.0,2.0,2.0,1971.0,255000.0,2026-04-27,1.0629,130.97,55
single_family,,"ON POINT AND CUTE-AS-CAN-BE with 3 roomy bedrooms, 2.1 baths, tons of on-trend updates, extra deep crawl space, two car garage, beautiful yard, and BRAND NEW ROOF THIS WEEK! ~ Light, bright living room and dining room ~ Beautifully updated kitchen has white cabinetry, center island, stainless steel appliances, quartz countertops, custom tile backsplash, and pantry closet ~ Spacious eating area with sliding glass door to gorgeous brick paver patio ~ Updated first floor powder room ~ Master bedroom with private bath and 2 closets ~ Updated hall bath ~ Extra tall, easily accessible crawl space offering plenty of storage ~ WHITE DOORS AND TRIM THROUGHOUT ~ New vinyl plank flooring on main floor (2020) ~ Hardwood flooring on second floor ~ Recessed lighting and updated fans/fixtures throughout ~ Brick paver driveway ~ Large shed with loft ~ New A/C 2024 ~ New garage door and Liftmaster opener 2022 ~ New tankless water heater 2022 ~ New dishwasher 2021 ~ New oven 2019 ~ New washer and dryer 2018 ~ New refrigerator 2016 ~ Ultra convenient location with easy access to main roads and Metra ~ Close to parks, forest preserves, shopping, restaurants, and conveniences ~ TOP NOTCH BARTLETT SCHOOLS! ~ METICULOUSLY MAINTAINED! ~ FANTASTIC OPPORTUNITY...DON'T MISS OUT!",445000.0,1938.0,7841.0,2.0,3.0,3.0,2.0,2.0,2.0,1978.0,450000.0,2026-04-27,1.0112,232.2,48
mobile,,"This 1995 Mobile home features 3 newly remodeled bedrooms and 2 baths. It has a nice living room, eat in kitchen, laundry room. Also it has a split bedroom concept with the primary bedroom featuring a bath with a large walk in closet. The home is on a double lot with a carport and rear storage unit.",69900.0,960.0,25700.0,1.0,3.0,2.0,2.0,2.0,,1996.0,66000.0,2026-04-28,0.9442,68.75,30
single_family,,"If you are looking for an A+ location, you've found it-right on the 800 block of North Euclid. Welcome to this lovingly cared-for Oak Park gem. From the moment you step onto the inviting screened porch and enter the living room, dining room, and renovated kitchen, the home conveys warmth and charm throughout. Upstairs you'll find three bedrooms, a full bathroom, and an additional recreation or flex space-perfect for a playroom, office, or den space. The basement is a blank slate. Use it for storage or transform it into an office, playroom, workshop, or whatever suits your needs-the possibilities are endless. This wonderful home sits on an oversized 50 x 125 lot and is located in the Mann Elementary School district. It's also walk-able to Oak Park and River Forest High School and the vibrant center of Oak Park. Two car garage + parking pad. Space for 3 vehicles.",599000.0,1800.0,,2.0,3.0,2.0,1.0,1.0,2.0,1910.0,652000.0,2026-04-27,1.0885,362.22,116
single_family,,,1199900.0,3350.0,,2.0,2.0,4.0,3.0,3.0,2.0,2025.0,1199900.0,2026-04-27,1.0,358.18,1
townhomes,townhouse,"Freshly Painted | Professionally Cleaned | Move-In Ready| Dist #[Redacted] been professionally repainted throughout - including both the ceilings and walls - and professionally cleaned, giving the entire property a bright, refreshed feel the moment you walk in. The result is a home that is truly move-in ready with nothing left to do but unpack and start enjoying the view. If you've been searching for Aurora ranch homes for sale, this beautifully refreshed end-unit offers a rare combination of space, privacy, and convenience. Homes like this rarely become available in Prairie Village within the highly sought-after District [Redacted]. Buyers specifically looking for District 204 homes for sale will appreciate the strong schools, peaceful community setting, and easy access to Metra, major highways, shopping, and dining. Even more unique is the private pond view, making this one of the most attractive pond view homes in Aurora, IL, currently available. With freshly painted ceilings and walls, professional cleaning, end-unit privacy, a finished lower level, and an unbeatable central location, this property offers one of the best move-in ready values in Aurora today.",310000.0,1795.0,,,3.0,2.0,2.0,2.0,2.0,1996.0,315000.0,2026-04-27,1.0161,175.49,30
townhomes,townhouse,"Bright and spacious end-unit townhome perfectly situated on a quiet cul-de-sac, offering exceptional privacy, abundant natural light, and expansive open views. From the moment you enter, hardwood floors, neutral decor, and a dramatic two-story family room create an open and airy feel. A wall of windows along the back fills the home with sunlight throughout the day and overlooks the large park directly behind the property, with no backyard neighbors, just beautiful green space. The updated kitchen features 42-inch cabinets, generous counter space, and a convenient eat-at counter ideal for everyday living and casual gatherings. Upstairs, you will find two comfortable bedrooms, a versatile loft space, and a second-floor laundry for added convenience. The finished basement expands the living space with a third bedroom, a half bath, and flexible areas perfect for working from home, hobbies, or a recreation room. Meticulously maintained and truly move-in ready, this home offers a rare combination of privacy, comfort, and convenience. Located close to shopping, dining, parks, and quick expressway access, everything you need is right here. Exclusions: Built in shelving in basement and garage.",379900.0,1916.0,,,2.0,4.0,2.0,2.0,2.0,2002.0,370000.0,2026-04-27,0.9739,193.11,24
condos,condo,"* Seller offering $5K renovation credit with favorable offers* Lakefront living at its finest in full-amenity Horizon House! This two bedroom, two bath features 1,600sqft of living space, hardwood floors, crown molding, granite & stainless kitchen with stone backsplash, in-unit washer/dryer, generous closet space and oversized, covered balcony with spectacular views of Lake Michigan, Hollywood beach and downtown. Additional storage cage on lower level. Unique building layout houses only two tiers per floor. Building amenities include 24hr front desk, rooftop pool, hospitality room, two fitness centers, on-site management and direct access to the beach and lake front trail. Leased parking through on-site garage. Just a short walk to Mariano's, Whole Foods, the Red Line, express bus and everything the Andersonville and Edgewater areas have to offer!",415000.0,1600.0,,,2.0,2.0,2.0,2.0,1.0,1967.0,400000.0,2026-04-27,0.9639,250.0,59
single_family,,"Charming and updated solid brick home on a great block in Skokie. Tons of natural light with an open layout. 2 bedrooms on the main level plus the basement has been partially finished with a guest bedroom and family room space. The basement features great ceiling height with plenty more room to finish and expand with more living space or a 4th bedroom and a bathroom. Other features of the home: hardwood flooring, large open kitchen with granite countertops and a pantry, custom window treatments throughout, and great storage and closet space. 2 car garage with extra storage plus an option for a 3rd parking pad or patio. Great back deck and yard space for entertaining. Flood control system added in 2020. New roof on house and garage in 2020. Furnace replaced in 2020. New washer/dryer in 2023. New patio added in the yard in 2024. Conveniently located to enjoy all that Skokie and Evanston have to offer.",395000.0,2000.0,1738.0,1.0,2.0,1.0,1.0,1.0,2.0,1953.0,416000.0,2026-04-27,1.0532,208.0,73
condos,condo,"This beautifully maintained two-bedroom, two-bath home in the highly sought-after Carillon 55+ Adult Secure and Gated Community is ready for you! Enjoy a spacious master suite with a large walk-in closet and private bathroom. The home features laminate flooring throughout the living, dining, and kitchen areas, plus a cozy fireplace. Additional highlights include inside access to your private one-car garage and a charming patio-perfect for relaxing or entertaining.",230000.0,1162.0,,,2.0,2.0,2.0,2.0,1.0,1997.0,228000.0,2026-04-27,0.9913,196.21,29
single_family,,"Welcome to Lago Vista - Lockport's premier gated 55+ active adult community offering maintenance-free living and resort-style amenities. This well-maintained 2-bedroom, 2-bath ranch home features true main-level living with no stairs and a bright, open floor plan designed for comfort and ease. Volume ceilings and abundant natural light create a spacious feel throughout. The inviting sunroom offers the perfect space to relax, entertain, or enjoy morning coffee year-round. Thoughtful updates completed in 2022 include kitchen appliances, washer and dryer, flooring throughout, interior paint, and updated bathroom vanities, flooring, lighting & toilets. The attached 2-car garage provides additional storage and convenience. Enjoy the privacy of a gated community along with access to the clubhouse, fitness center, pool (indoor & outdoor), gameroom, library, and walking paths - all while exterior landscaping & snow removal is handled for you. Ideal for full-time residents or seasonal living, this home offers comfort, simplicity, and peace of mind. An excellent opportunity to own a move-in ready home in one of the area's most sought-after 55+ communities. Estate sale. Property conveyed as-is.",359900.0,1524.0,,1.0,2.0,2.0,2.0,2.0,2.0,2007.0,349000.0,2026-04-27,0.9697,229.0,19
condos,condo,"Presenting a Stunning Sun drenched lofted 2BR/2BTH Penthouse located in Noble Square on the cusp of trendy West Town that checks all your boxes! 2 Decks a spectacular roof deck + massive deck on the main floor soaring Cathedral ceilings [Redacted] Juliet Balcony with modern timeless upgrades through out ALL THIS & Parking included! Approx 2000 sq ft this lovely home welcomes you in through an inviting foyer into a brilliantly sunlit 25 ft Living room/Dining anchored by a wood burning Fireplace with beautiful white built ins & a lovey Juliet Balcony. The open Chefs Kitchen features white Quartz counter tops white ceramic tile backsplash large white ""farmers' sink with commercial grade faucet dual colour Cabinets are upper white lower feint cherry SS appliances a Pantry & bright East facing window. Entertain your guests on the 1st deck via the kitchen built with a large Privacy wall is perfect for summer BBQ's . A spacious Primary suite is located on the main floor and offers a large organized WIK sliding doors to the main deck. The spa inspired ensuite Primary bathroom is decked with all the bells & whistles a heating rack for your towels a spectacular walk in shower with frameless glass door has multiple jets centre rain shower and hand held shower. Dual sinks with marble tops and an extra cabinet for storage and heated floors make this the perfect zen escape! The 2nd bedroom suite has a sizable walk in closet and is framed by a picture window. The 2nd full bathroom features a handsome Navy Blue quartz topped vanity with storage and a Tub /Shower combination. The main floor also houses the laundry room has extra cabinets and is cleverly hidden by a sliding barn door. The AWESOME loft space is multi functional use for WFH office Family room Work out room has a wet bar and Refrigerator for all your entertaining needs leads to the most AMAZING ROOF DECK with built in seating around a FIRE PIT & shaded by a stunning Pergola a large area with ASTRO TURF has multiple uses for SUMMER FUN!! LOW HOA Garage Parking Pets welcome. Walking distance to Beatniks Carbon Hiro Izakaya & the best fresh cooked Pies at Hoosier Mama. Welcome Home!!",675000.0,2000.0,,,2.0,2.0,2.0,2.0,1.0,1998.0,705000.0,2026-04-27,1.0444,352.5,28
condos,condo,"Enjoy easy resort-style living in this updated Lombard condo with incredible amenities and convenient access to outdoor recreation, shopping, and dining. Residents enjoy a beautiful pool area with sundeck and patio, grilling stations, and picnic space, along with a clubhouse featuring a game room, pool tables, a theatre room, a party room with a dramatic [Redacted], and dedicated cardio and weight rooms. Located just blocks from Yorktown Center and numerous restaurants, shops, and entertainment options, this home offers both comfort and convenience. Just a half block away, a paved walking and running path leads directly to Four Seasons Park, offering pickleball, sand volleyball, basketball courts, soccer and baseball fields, a fishing pond, and a sledding hill. Inside, the condo features an open kitchen with granite countertops and bar area, two newly updated bathrooms, floor to ceiling windows in the bedrooms and living room, and a thoughtfully designed split bedroom and bathroom layout. Ceiling fans in both the living room and bedroom add comfort, while a large walk-in closet with organizer system and additional locker provide excellent storage. Enjoy peaceful northern views from the 11th-floor tiled balcony. The building offers the convenience of two elevators, bright and well-maintained laundry rooms, and basement bike storage. Gorgeous, convenient, and ready for you - make it yours today!",250000.0,,,,2.0,2.0,2.0,2.0,,1975.0,247500.0,2026-04-27,0.99,,51
multi_family,,"Discover a level of care and personal pride that high-turnover rentals simply cannot match! This solid, move-in-ready two-flat has been owned and occupied by the same family for over 30 years, so the maintenance was personal, not a quick fix for tenants. It's perfect for savvy investors to tap into its income potential or for large families to take advantage of its multi-generational living space! Each unit features updated baths, hardwood floors, spacious living and dining rooms, enclosed porches, and the modern comfort of central air (no window units here!). The first floor offers two bedrooms, including an expansive double-sized bedroom with a walk-in closet, while the second floor has three bedrooms, a walk-in pantry, and an elevated deck with commanding views. Finish off the walk-up attic and you'll have even more storage and flex space when paired with the sizeable and super-clean basement which includes a third full bath, work space, laundry area, and storage sheds in the foyer. The secure, fully gated exterior features a large patio, fresh concrete perimeter sidewalks, and a massive gated carport capable of housing work vehicles, campers, boats, and more. Centrally located near Walmart, Home Depot, Menards, grocery stores, favorite local food spots, and a movie theater, this home is also convenient to two nearby Metra stops at Hanson Park and Cicero & Grand. Come see the rest for yourself and see just how much this property has to offer!",450000.0,,,,5.0,3.0,3.0,3.0,1.0,1913.0,488999.0,2026-04-27,1.0867,,113
